WEEK,THRESHOLD,BASELINE,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS
46.00 ,6.20 ,5.90 ,11.00 ,15.70 ,16.00 ,7324.00 ,7310.00 ,10500.00 ,66813.00 
47.00 ,6.30 ,6.00 ,11.20 ,16.40 ,19.00 ,7590.00 ,7886.00 ,11100.00 ,67820.00 
48.00 ,6.40 ,6.10 ,11.90 ,17.40 ,37.00 ,8324.00 ,8781.00 ,12154.00 ,70021.00 
49.00 ,6.50 ,6.20 ,12.60 ,18.40 ,56.00 ,8985.00 ,9734.00 ,13211.00 ,71984.00 
50.00 ,6.60 ,6.30 ,13.20 ,19.20 ,58.00 ,9304.00 ,10250.00 ,13652.00 ,71176.00 
51.00 ,6.70 ,6.40 ,13.20 ,19.40 ,86.00 ,9418.00 ,10457.00 ,14022.00 ,72134.00 
52.00 ,6.80 ,6.40 ,13.70 ,20.80 ,152.00 ,10050.00 ,11676.00 ,15410.00 ,74247.00 
1.00 ,6.90 ,6.60 ,9.30 ,12.70 ,887.00 ,5508.00 ,3866.00 ,8766.00 ,68933.00 
2.00 ,7.00 ,6.70 ,8.80 ,12.10 ,628.00 ,5184.00 ,3686.00 ,8050.00 ,66305.00 
3.00 ,7.10 ,6.70 ,8.40 ,11.40 ,389.00 ,5005.00 ,3241.00 ,7333.00 ,64112.00 
4.00 ,7.10 ,6.80 ,7.80 ,10.70 ,273.00 ,4599.00 ,2907.00 ,6680.00 ,62396.00 
5.00 ,7.20 ,6.80 ,7.40 ,10.00 ,144.00 ,4469.00 ,2639.00 ,6282.00 ,62688.00 
6.00 ,7.20 ,6.80 ,7.10 ,9.40 ,114.00 ,4359.00 ,2345.00 ,5919.00 ,62798.00 
7.00 ,7.20 ,6.90 ,6.80 ,9.00 ,118.00 ,4101.00 ,2098.00 ,5537.00 ,61676.00 
8.00 ,7.20 ,6.90 ,6.80 ,8.90 ,77.00 ,4129.00 ,2153.00 ,5535.00 ,61971.00 
9.00 ,7.20 ,6.80 ,6.60 ,8.70 ,65.00 ,3996.00 ,1991.00 ,5320.00 ,61247.00 
10.00 ,7.10 ,6.80 ,6.60 ,8.50 ,55.00 ,3936.00 ,1848.00 ,5169.00 ,60646.00 
11.00 ,7.10 ,6.80 ,6.40 ,8.30 ,55.00 ,3832.00 ,1762.00 ,5054.00 ,60938.00 
12.00 ,7.10 ,6.70 ,6.50 ,8.30 ,53.00 ,3909.00 ,1665.00 ,5023.00 ,60650.00 
13.00 ,7.00 ,6.70 ,6.20 ,7.70 ,45.00 ,3665.00 ,1443.00 ,4630.00 ,60023.00 
14.00 ,6.90 ,6.60 ,6.30 ,7.80 ,45.00 ,3667.00 ,1369.00 ,4592.00 ,58925.00 
15.00 ,6.80 ,6.50 ,6.10 ,7.40 ,41.00 ,3584.00 ,1216.00 ,4412.00 ,59518.00 
16.00 ,6.80 ,6.40 ,6.40 ,7.70 ,34.00 ,3716.00 ,1190.00 ,4500.00 ,58319.00 
17.00 ,6.70 ,6.30 ,6.10 ,7.20 ,41.00 ,3502.00 ,1021.00 ,4181.00 ,57671.00 
18.00 ,6.60 ,6.20 ,5.80 ,6.90 ,36.00 ,3336.00 ,939.00 ,3968.00 ,57908.00 
19.00 ,6.50 ,6.10 ,5.90 ,6.80 ,36.00 ,3355.00 ,834.00 ,3921.00 ,57681.00 
20.00 ,6.40 ,6.00 ,5.70 ,6.60 ,33.00 ,3212.00 ,755.00 ,3711.00 ,56519.00 
21.00 ,6.20 ,5.90 ,5.90 ,6.70 ,34.00 ,3242.00 ,735.00 ,3732.00 ,55609.00 
22.00 ,6.10 ,5.80 ,5.60 ,6.40 ,41.00 ,3145.00 ,686.00 ,3643.00 ,56695.00 
23.00 ,6.00 ,5.70 ,5.70 ,6.40 ,30.00 ,3162.00 ,630.00 ,3608.00 ,56143.00 
24.00 ,5.90 ,5.60 ,5.30 ,6.00 ,29.00 ,2947.00 ,607.00 ,3366.00 ,56153.00 
25.00 ,5.80 ,5.50 ,5.60 ,6.20 ,28.00 ,3083.00 ,575.00 ,3464.00 ,55649.00 
26.00 ,5.80 ,5.40 ,5.20 ,5.80 ,23.00 ,2861.00 ,539.00 ,3242.00 ,55570.00 
27.00 ,5.70 ,5.30 ,5.30 ,5.90 ,32.00 ,2926.00 ,487.00 ,3264.00 ,55772.00 
28.00 ,5.60 ,5.30 ,5.20 ,5.80 ,21.00 ,2845.00 ,505.00 ,3187.00 ,55377.00 
29.00 ,5.60 ,5.20 ,5.00 ,5.60 ,15.00 ,2748.00 ,535.00 ,3125.00 ,55471.00 
30.00 ,5.50 ,5.20 ,5.10 ,5.70 ,12.00 ,2823.00 ,541.00 ,3172.00 ,55402.00 
31.00 ,5.50 ,5.10 ,5.30 ,6.00 ,28.00 ,2909.00 ,665.00 ,3338.00 ,55792.00 
32.00 ,5.50 ,5.10 ,5.30 ,6.10 ,19.00 ,2937.00 ,746.00 ,3418.00 ,56286.00 
33.00 ,5.50 ,5.10 ,5.40 ,6.40 ,22.00 ,2994.00 ,909.00 ,3568.00 ,56079.00 
34.00 ,5.50 ,5.10 ,5.50 ,6.70 ,22.00 ,3038.00 ,1033.00 ,3697.00 ,55393.00 
35.00 ,5.50 ,5.10 ,5.60 ,6.90 ,18.00 ,3092.00 ,1169.00 ,3804.00 ,55488.00 
36.00 ,5.50 ,5.20 ,5.80 ,7.20 ,31.00 ,3263.00 ,1286.00 ,4053.00 ,56493.00 
37.00 ,5.50 ,5.20 ,6.00 ,7.50 ,37.00 ,3315.00 ,1377.00 ,4175.00 ,55602.00 
38.00 ,5.60 ,5.30 ,5.80 ,7.30 ,25.00 ,3178.00 ,1385.00 ,4038.00 ,55572.00 
39.00 ,5.70 ,5.30 ,6.00 ,7.50 ,31.00 ,3309.00 ,1406.00 ,4184.00 ,55649.00 
40.00 ,5.70 ,5.30 ,6.00 ,8.50 ,28.00 ,3544.00 ,2194.00 ,5034.00 ,59540.00 
41.00 ,5.70 ,5.40 ,6.10 ,8.50 ,56.00 ,3560.00 ,2147.00 ,5084.00 ,59716.00 
42.00 ,5.80 ,5.50 ,6.50 ,8.90 ,57.00 ,3830.00 ,2194.00 ,5337.00 ,60076.00 
43.00 ,5.90 ,5.60 ,6.30 ,8.70 ,96.00 ,3665.00 ,2242.00 ,5239.00 ,60011.00 
44.00 ,6.00 ,5.70 ,6.40 ,8.80 ,156.00 ,3776.00 ,2247.00 ,5399.00 ,61006.00 
45.00 ,6.10 ,5.80 ,6.70 ,9.10 ,228.00 ,3859.00 ,2200.00 ,5572.00 ,61029.00 
46.00 ,6.30 ,5.90 ,6.80 ,9.30 ,258.00 ,3950.00 ,2256.00 ,5707.00 ,61604.00 
47.00 ,6.40 ,6.00 ,7.30 ,9.80 ,429.00 ,4310.00 ,2496.00 ,6352.00 ,64609.00 
48.00 ,6.50 ,6.10 ,8.40 ,10.90 ,851.00 ,4654.00 ,2593.00 ,7148.00 ,65759.00 
49.00 ,6.60 ,6.20 ,9.00 ,11.80 ,1026.00 ,4976.00 ,3035.00 ,7900.00 ,66997.00 
50.00 ,6.70 ,6.30 ,9.00 ,12.00 ,1048.00 ,4943.00 ,3186.00 ,7995.00 ,66380.00 
51.00 ,6.80 ,6.40 ,8.70 ,11.80 ,952.00 ,4993.00 ,3318.00 ,8014.00 ,67947.00 
52.00 ,6.90 ,6.50 ,9.10 ,12.40 ,991.00 ,5427.00 ,3657.00 ,8725.00 ,70164.00 
40.00 ,5.70 ,5.40 ,5.70 ,7.20 ,24.00 ,3183.00 ,1327.00 ,4029.00 ,56098.00 
41.00 ,5.80 ,5.50 ,5.90 ,7.30 ,32.00 ,3294.00 ,1257.00 ,4085.00 ,55973.00 
42.00 ,5.90 ,5.60 ,5.90 ,7.30 ,49.00 ,3185.00 ,1290.00 ,4037.00 ,55239.00 
43.00 ,6.00 ,5.70 ,6.10 ,7.40 ,42.00 ,3195.00 ,1184.00 ,3970.00 ,53301.00 
44.00 ,6.10 ,5.80 ,5.60 ,7.00 ,43.00 ,2700.00 ,1054.00 ,3434.00 ,48891.00 
45.00 ,6.20 ,5.90 ,6.10 ,7.60 ,40.00 ,2381.00 ,955.00 ,3012.00 ,39826.00 
46.00 ,6.30 ,6.00 ,6.00 ,7.70 ,14.00 ,1140.00 ,506.00 ,1487.00 ,19380.00 
